Location,Trainer,Pokemon,Level,Item,Move 1,Move 2,Move 3,Move 4,EXP
,,Mew,100,Leftovers,Submission,Softboiled,Toxic,Psychic M,1371
,Bruno BRUNO (2) BRUNO,Entei,100,Metal Coat,Sacred Fire,Extremespeed,Metal Claw,Hidden Power (Grass),4650
,,Heracross,100,Silverpowder,Megahorn,Submission,Earthquake,Rock Slide,4285
,,Kangaskhan,100,Leftovers,Counter,Double Edge,Earthquake,Rock Slide,3750
,,Machamp,100,Quick Claw,Cross Chop,Earthquake,Rock Slide,Hidden Power (Ghost),4135
,,Feraligatr,100,Leftovers,Earthquake,Hydro Pump,Ancientpower,Ice Beam,4500
,,Steelix,100,Quick Claw,Explosion,Iron Tail,Earthquake,Rock Slide,4200
,Karen KAREN (2) KAREN,Lugia,100,Leftovers,Recover,Aeroblast,Waterfall,Hidden Power (Fighting),4714
,,Tyranitar,100,Miracleberry,Crunch,Earthquake,Ancientpower,Thunderbolt,4671
,,Sneasel,100,Metal Coat,Shadow Ball,Metal Claw,Surf,Ice Beam,2828
,,Gengar,100,Miracleberry,Explosion,Ice Punch,Thunderbolt,Fire Punch,4071
,,Houndoom,100,Charcoal,Flamethrower,Crunch,Hidden Power (Grass),Destiny Bond,4371
,,Umbreon,100,Leftovers,Moonlight,Double Team,Toxic,Pursuit,4221
,Red RED (1) RED,Pikachu,115,Light Ball,Surf,Thunderbolt,Petal Dance,Hidden Power (Ice),2020
,,Ho Oh,100,Miracleberry,Sacred Fire,Sky Attack,Recover,Hidden Power (Grass),4714
,,Aerodactyl,100,Hard Stone,Sky Attack,Ancientpower,Earthquake,Fire Blast,4328
,,Lapras,100,Leftovers,Thunderbolt,Psychic M,Ice Beam,Waterfall,4692
,,Mewtwo,100,Leftovers,Psychic M,Submission,Flamethrower,Shadow Ball,4714
,,Snorlax,100,Leftovers,Double Edge,Earthquake,Fire Blast,Shadow Ball,3300
Pokémon League,Youngster YOUNGSTER (7) JOEY,Snorlax,105,Quick Claw,Earthquake,Double Edge,Explosion,Shadow Ball,3465
,,Mew,105,Leftovers,Psychic M,Submission,Softboiled,Flamethrower,1440
,,Ditto,127,Metal Powder,Transform,No Move,No Move,No Move,1660
,,Lugia,105,Leftovers,Aeroblast,Recover,Psychic M,Hidden Power (Fire),4950
,,Mewtwo,105,Leftovers,Psychic M,Shadow Ball,Thunderbolt,Flamethrower,4950
,,Ho Oh,105,Leftovers,Sacred Fire,Sky Attack,Recover,Hidden Power (Water),4950
this needs to exist for now,PKMNTrainer CAL (1) CAL,Bulbasaur,1,,Tackle,,,,13
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Note these trainers may exist,Beauty BEAUTY (10) RACHAEL,Ivysaur,1,,Tackle,,,,30
and need to be reordered and,,,,,,,,,
given teams. but they are here,,,,,,,,,
 for the importer,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Beauty BEAUTY (11) ANGELICA,Venusaur,1,,Tackle,,,,44
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Beauty BEAUTY (12) KENDRA,Charmander,1,,Tackle,,,,13
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Beauty BEAUTY (13) VERONICA,Charmeleon,1,,Tackle,,,,30
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Beauty BEAUTY (15) THERESA,Charizard,1,,Tackle,,,,44
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Beauty BEAUTY (3) JULIE,Squirtle,1,,Tackle,,,,14
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Beauty BEAUTY (4) JACLYN,Wartortle,1,,Tackle,,,,30
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Beauty BEAUTY (5) BRENDA,Blastoise,1,,Tackle,,,,45
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Beauty BEAUTY (6) CASSIE,Caterpie,1,,Tackle,,,,11
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Beauty BEAUTY (7) CAROLINE,Metapod,1,,Tackle,,,,15
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Beauty BEAUTY (8) CARLENE,Butterfree,1,,Tackle,,,,34
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Beauty BEAUTY (9) JESSICA,Weedle,1,,Tackle,,,,11
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Biker BIKER (1) BENNY,Kakuna,1,,Tackle,,,,15
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Biker BIKER (2) KAZU,Pidgey,1,,Tackle,,,,11
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,BirdKeeper BIRD_KEEPER (12) JOSE,Pidgeotto,1,,Tackle,,,,24
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,BirdKeeper BIRD_KEEPER (17) JOSE,Pidgeot,1,,Tackle,,,,36
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,BirdKeeper BIRD_KEEPER (18) VANCE,Rattata,1,,Tackle,,,,12
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,BirdKeeper BIRD_KEEPER (19) VANCE,Raticate,1,,Tackle,,,,24
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Blackbelt BLACKBELT_T (1) KENJI,Spearow,1,,Tackle,,,,12
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Blackbelt BLACKBELT_T (3) KENJI,Fearow,1,,Tackle,,,,34
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Blackbelt BLACKBELT_T (9) WAI,Ekans,1,,Tackle,,,,13
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,BugCatcher BUG_CATCHER (10) WADE,Arbok,1,,Tackle,,,,31
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,BugCatcher BUG_CATCHER (11) WADE,Pikachu,1,,Tackle,,,,17
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,BugCatcher BUG_CATCHER (13) ARNIE,Raichu,1,,Tackle,,,,26
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,BugCatcher BUG_CATCHER (14) ARNIE,Sandshrew,1,,Tackle,,,,19
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,BugCatcher BUG_CATCHER (15) WADE,Sandslash,1,,Tackle,,,,34
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,BugCatcher BUG_CATCHER (16) WADE,Nidoran F,1,,Tackle,,,,12
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,BugCatcher BUG_CATCHER (17) ARNIE,Nidorina,1,,Tackle,,,,25
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,BugCatcher BUG_CATCHER (18) ARNIE,Nidoqueen,1,,Tackle,,,,41
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,BugCatcher BUG_CATCHER (9) KEN,Nidoran M,1,,Tackle,,,,12
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Burglar BURGLAR (3) COREY,Nidorino,1,,Tackle,,,,25
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Camper CAMPER (10) DALE,Nidoking,1,,Tackle,,,,41
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Camper CAMPER (12) TODD,Clefairy,1,,Tackle,,,,14
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Camper CAMPER (13) TODD,Clefable,1,,Tackle,,,,27
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Camper CAMPER (14) THOMAS,Vulpix,1,,Tackle,,,,13
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Camper CAMPER (15) LEROY,Ninetales,1,,Tackle,,,,38
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Camper CAMPER (16) DAVID,Jigglypuff,1,,Tackle,,,,16
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Camper CAMPER (17) JOHN,Wigglytuff,1,,Tackle,,,,23
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Camper CAMPER (20) TODD,Zubat,1,,Tackle,,,,11
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Camper CAMPER (21) TODD,Golbat,1,,Tackle,,,,36
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Camper CAMPER (9) HARVEY,Oddish,1,,Tackle,,,,16
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,CooltrainerF COOLTRAINERF (1) GWEN,Tyranitar,90,Focus Band,Ancientpower,Hyper Beam,Fire Blast,Earthquake,4204
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,CooltrainerF COOLTRAINERF (12) BETH,Vileplume,1,,Tackle,,,,39
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,CooltrainerF COOLTRAINERF (13) CAROL,Paras,1,,Tackle,,,,15
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,CooltrainerF COOLTRAINERF (15) EMMA,Gengar,90,Focus Band,Explosion,Ice Punch,Thunderpunch,Destiny Bond,3664
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,CooltrainerF COOLTRAINERF (18) BETH,Venonat,1,,Tackle,,,,16
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,CooltrainerF COOLTRAINERF (19) REENA,Venomoth,1,,Tackle,,,,29
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,CooltrainerF COOLTRAINERF (20) REENA,Diglett,1,,Tackle,,,,17
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,CooltrainerM COOLTRAINERM (1) NICK,Snorlax,90,Quick Claw,Explosion,Fire Blast,Earthquake,Double Edge,2970
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,CooltrainerM COOLTRAINERM (13) ERICK,Meowth,1,,Tackle,,,,14
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,CooltrainerM COOLTRAINERM (14) ANDY,Persian,1,,Tackle,,,,31
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,CooltrainerM COOLTRAINERM (15) TYLER,Psyduck,1,,Tackle,,,,17
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,CooltrainerM COOLTRAINERM (16) SEAN,Golduck,1,,Tackle,,,,37
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,CooltrainerM COOLTRAINERM (18) STEVE,Mankey,1,,Tackle,,,,15
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,CooltrainerM COOLTRAINERM (6) GAVEN,Primeape,1,,Tackle,,,,31
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,CooltrainerM COOLTRAINERM (7) GAVEN,Growlithe,1,,Tackle,,,,19
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Firebreather FIREBREATHER (2) DICK,Poliwag,1,,Tackle,,,,16
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Firebreather FIREBREATHER (3) NED,Poliwhirl,1,,Tackle,,,,28
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Fisher FISHER (12) JONAH,Poliwrath,1,,Tackle,,,,39
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Fisher FISHER (16) RALPH,Abra,1,,Tackle,,,,16
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Fisher FISHER (17) RALPH,Kadabra,1,,Tackle,,,,31
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Fisher FISHER (18) TULLY,Alakazam,1,,Tackle,,,,39
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Fisher FISHER (19) TULLY,Machop,1,,Tackle,,,,16
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Fisher FISHER (20) WILTON,Machoke,1,,Tackle,,,,31
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Fisher FISHER (22) WILTON,Machamp,1,,Tackle,,,,41
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Fisher FISHER (23) RALPH,Bellsprout,1,,Tackle,,,,18
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Fisher FISHER (24) RALPH,Weepinbell,1,,Tackle,,,,32
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Fisher FISHER (25) TULLY,Victreebel,1,,Tackle,,,,40
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Gentleman GENTLEMAN (2) EDWARD,Tentacool,1,,Tackle,,,,22
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Gentleman GENTLEMAN (4) VIRGIL,Tentacruel,1,,Tackle,,,,43
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Guitarist GUITARIST (1) CLYDE,Slowking,1,,Tackle,,,,35
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Hiker HIKER (12) ANTHONY,Magnemite,1,,Tackle,,,,19
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Hiker HIKER (19) PARRY,Magneton,1,,Tackle,,,,34
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Hiker HIKER (21) ANTHONY,Farfetch D,1,,Tackle,,,,20
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Hiker HIKER (22) ANTHONY,Doduo,1,,Tackle,,,,20
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Hiker HIKER (1) ANTHONY,Dodrio,1,,Tackle,,,,33
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Hiker HIKER (9) PARRY,Seel,1,,Tackle,,,,21
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Juggler JUGGLER (4) IRWIN,Dewgong,1,,Tackle,,,,37
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Juggler JUGGLER (5) IRWIN,Grimer,1,,Tackle,,,,19
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Juggler JUGGLER (6) IRWIN,Muk,1,,Tackle,,,,33
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,KimonoGirl KIMONO_GIRL (1) NAOKO,Shellder,1,,Tackle,,,,20
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Lass LASS (12) CONNIE,Cloyster,1,,Tackle,,,,43
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Lass LASS (13) CONNIE,Gastly,1,,Tackle,,,,20
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Lass LASS (14) DANA,Haunter,1,,Tackle,,,,27
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Lass LASS (15) DANA,Gengar,1,,Tackle,,,,40
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Lass LASS (16) DANA,Onix,1,,Tackle,,,,23
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Lass LASS (17) DANA,Drowzee,1,,Tackle,,,,21
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Medium MEDIUM (3) BETHANY,Hypno,1,,Tackle,,,,35
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Medium MEDIUM (4) MARGRET,Krabby,1,,Tackle,,,,24
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Medium MEDIUM (5) ETHEL,Kingler,1,,Tackle,,,,44
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Picnicker PICNICKER (11) LIZ,Voltorb,1,,Tackle,,,,22
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Picnicker PICNICKER (12) LIZ,Electrode,1,,Tackle,,,,32
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Picnicker PICNICKER (15) GINA,Exeggcute,1,,Tackle,,,,21
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Picnicker PICNICKER (16) TIFFANY,Exeggutor,1,,Tackle,,,,45
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Picnicker PICNICKER (17) TIFFANY,Cubone,1,,Tackle,,,,18
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Picnicker PICNICKER (18) ERIN,Marowak,1,,Tackle,,,,26
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Picnicker PICNICKER (21) ERIN,Hitmonlee,1,,Tackle,,,,29
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Picnicker PICNICKER (22) LIZ,Hitmonchan,1,,Tackle,,,,30
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Picnicker PICNICKER (23) LIZ,Lickitung,1,,Tackle,,,,27
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Picnicker PICNICKER (24) GINA,Koffing,1,,Tackle,,,,24
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Picnicker PICNICKER (25) GINA,Weezing,1,,Tackle,,,,37
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Picnicker PICNICKER (26) TIFFANY,Rhyhorn,1,,Tackle,,,,28
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Picnicker PICNICKER (9) GINA,Rhydon,1,,Tackle,,,,43
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,PKMNTrainer CAL (2) CAL,Chansey,1,,Tackle,,,,54
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,PKMNTrainer CAL (3) CAL,Tangela,1,,Tackle,,,,35
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,PokefanF POKEFANF (3) BEVERLY,Kangaskhan,1,,Tackle,,,,37
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,PokefanF POKEFANF (4) BEVERLY,Horsea,1,,Tackle,,,,17
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,PokefanF POKEFANF (5) GEORGIA,Seadra,1,,Tackle,,,,33
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,PokefanM POKEFANM (10) DEREK,Goldeen,1,,Tackle,,,,23
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,PokefanM POKEFANM (11) DEREK,Seaking,1,,Tackle,,,,36
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,PokefanM POKEFANM (8) JEREMY,Staryu,1,,Tackle,,,,22
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Pokemaniac POKEMANIAC (10) BRENT,Starmie,1,,Tackle,,,,44
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Pokemaniac POKEMANIAC (14) BRENT,Mr  Mime,1,,Tackle,,,,29
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Pokemaniac POKEMANIAC (8) ETHAN,Scyther,1,,Tackle,,,,40
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Pokemaniac POKEMANIAC (9) BRENT,Jynx,1,,Tackle,,,,29
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Psychic PSYCHIC_T (12) RODNEY,Electabuzz,1,,Tackle,,,,33
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Sailor SAILOR (11) HUEY,Magikarp,1,,Tackle,,,,4
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Sailor SAILOR (12) HUEY,Gyarados,1,,Tackle,,,,45
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Sailor SAILOR (13) HUEY,Lapras,1,,Tackle,,,,46
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Sailor SAILOR (7) GARRETT,Ditto,1,,Tackle,,,,13
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Sailor SAILOR (8) KENNETH,Eevee,1,,Tackle,,,,19
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Schoolboy SCHOOLBOY (11) NATE,Vaporeon,1,,Tackle,,,,42
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Schoolboy SCHOOLBOY (12) RICKY,Jolteon,1,,Tackle,,,,42
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Schoolboy SCHOOLBOY (13) JACK,Flareon,1,,Tackle,,,,42
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Schoolboy SCHOOLBOY (14) JACK,Porygon,1,,Tackle,,,,27
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Schoolboy SCHOOLBOY (19) JACK,Aerodactyl,1,,Tackle,,,,43
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Schoolboy SCHOOLBOY (20) JACK,Snorlax,1,,Tackle,,,,33
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,SuperNerd SUPER_NERD (1) STAN,Dragonair,1,,Tackle,,,,30
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,SuperNerd SUPER_NERD (11) RUSS,Dragonite,1,,Tackle,,,,46
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,SuperNerd SUPER_NERD (12) NORTON,Mewtwo,1,,Tackle,,,,47
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,SuperNerd SUPER_NERD (3) GREGG,Mew,1,,Tackle,,,,13
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,SuperNerd SUPER_NERD (4) JAY,Chikorita,1,,Tackle,,,,13
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,SuperNerd SUPER_NERD (5) DAVE,Bayleef,1,,Tackle,,,,30
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,SuperNerd SUPER_NERD (9) SHAWN,Meganium,1,,Tackle,,,,44
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,SwimmerF SWIMMERF (10) MARY,Cyndaquil,1,,Tackle,,,,13
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,SwimmerF SWIMMERF (11) KATIE,Quilava,1,,Tackle,,,,30
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,SwimmerF SWIMMERF (13) TARA,Typhlosion,1,,Tackle,,,,44
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,SwimmerF SWIMMERF (16) JODY,Totodile,1,,Tackle,,,,14
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,SwimmerF SWIMMERF (8) LISA,Croconaw,1,,Tackle,,,,30
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,SwimmerF SWIMMERF (9) JILL,Feraligatr,1,,Tackle,,,,45
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
